Street Name,Municipality,Postal Code,Latitude,Longitude
BAYVIEW AVE,EAST YORK,M4G 3A8,43.7116,-79.3622
BAYVIEW AVE,EAST YORK,M4G 3B5,43.7116,-79.3622
BAYVIEW AVE,EAST YORK,M4G 3C1,43.7116,-79.3622
BAYVIEW AVE,EAST YORK,M4G 3C5,43.7116,-79.3622
BAYVIEW AVE,EAST YORK,M4G 3E1,43.7116,-79.3622
BAYVIEW AVE,EAST YORK,M4G 3E4,43.7116,-79.3622
COPELAND ST,EAST YORK,M4G 3E7,43.7116,-79.3622
BERNEY CRES,EAST YORK,M4G 3G4,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3G5,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3G6,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3G7,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3G8,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3G9,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3H1,43.7116,-79.3622
DONEGALL DR,EAST YORK,M4G 3H2,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3H6,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3H7,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3H8,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3H9,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J1,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J2,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J3,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J4,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J5,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J6,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J7,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J8,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3J9,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K1,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K2,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K3,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K4,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K5,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K6,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K7,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K8,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3K9,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3L1,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3L2,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3L3,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 3L4,43.7116,-79.3622
ASTOR AVE,EAST YORK,M4G 3M1,43.7116,-79.3622
ASTOR AVE,EAST YORK,M4G 3M2,43.7116,-79.3622
BEAUFIELD AVE,EAST YORK,M4G 3R2,43.7116,-79.3622
BEAUFIELD AVE,EAST YORK,M4G 3R3,43.7116,-79.3622
BEAUFIELD AVE,EAST YORK,M4G 3R3,43.7116,-79.3622
GLENBRAE AVE,EAST YORK,M4G 3R4,43.7116,-79.3622
GLENBRAE AVE,EAST YORK,M4G 3R5,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y2,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y4,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y5,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y6,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y7,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y8,43.7116,-79.3622
BRENTCLIFFE RD,EAST YORK,M4G 3Y9,43.7116,-79.3622
EGLINTON AVE E,EAST YORK,M4G 4B5,43.7116,-79.3622
EGLINTON AVE E,EAST YORK,M4G 4G9,43.7116,-79.3622
BESSBOROUGH DR,EAST YORK,M4G 4H5,43.7116,-79.3622
AERODROME CRES,EAST YORK,M4G 4J1,43.7116,-79.3622
AERODROME CRES,EAST YORK,M4G 4J2,43.7116,-79.3622
AERODROME CRES,EAST YORK,M4G 4J3,43.7116,-79.3622
AERODROME CRES,EAST YORK,M4G 4J4,43.7116,-79.3622
BRIAN PECK CRES,EAST YORK,M4G 4J7,43.7116,-79.3622
BRIAN PECK CRES,EAST YORK,M4G 4K4,43.7116,-79.3622
BANIGAN DR,EAST YORK,M4H 1E9,43.7045,-79.353
BANIGAN DR,EAST YORK,M4H 1G3,43.7045,-79.353
BETH NEALSON DR,EAST YORK,M4H 1M6,43.7045,-79.353
ALDWYCH AVE,EAST YORK,M4J 1X1,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X2,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X3,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X4,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X5,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X6,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X7,43.69,-79.3975
ALDWYCH AVE,EAST YORK,M4J 1X8,43.69,-79.3975
FLOYD AVE,EAST YORK,M4J 2H9,43.69,-79.3975
FLOYD AVE,EAST YORK,M4J 2J1,43.69,-79.3975
FLOYD AVE,EAST YORK,M4J 2J2,43.69,-79.3975
FLOYD AVE,EAST YORK,M4J 2J3,43.69,-79.3975
FLOYD AVE,EAST YORK,M4J 2J4,43.69,-79.3975
DIEPPE RD,EAST YORK,M4J 2K8,43.69,-79.3975
DIEPPE RD,EAST YORK,M4J 2K9,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2L1,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2L7,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M1,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M2,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M3,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M4,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M5,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M6,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M7,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M8,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2M9,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N1,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N2,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N3,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N4,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N5,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N6,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N7,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N8,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2N9,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 2P1,43.69,-79.3975
GAMBLE AVE,EAST YORK,M4J 2P2,43.69,-79.3975
GAMBLE AVE,EAST YORK,M4J 2P3,43.69,-79.3975
GAMBLE AVE,EAST YORK,M4J 2P4,43.69,-79.3975
FOUR OAKS GATE,EAST YORK,M4J 2X1,43.69,-79.3975
FOUR OAKS GATE,EAST YORK,M4J 2X2,43.69,-79.3975
FOUR OAKS GATE,EAST YORK,M4J 2X3,43.69,-79.3975
DAVIES CRES,EAST YORK,M4J 2X4,43.69,-79.3975
DAVIES CRES,EAST YORK,M4J 2X5,43.69,-79.3975
DAVIES CRES,EAST YORK,M4J 2X6,43.69,-79.3975
DAVIES CRES,EAST YORK,M4J 2X7,43.69,-79.3975
EATON AVE,EAST YORK,M4J 2Z8,43.69,-79.3975
EATON AVE,EAST YORK,M4J 2Z9,43.69,-79.3975
CHILTON RD,EAST YORK,M4J 3C5,43.69,-79.3975
CHILTON RD,EAST YORK,M4J 3C6,43.69,-79.3975
CHILTON RD,EAST YORK,M4J 3C7,43.69,-79.3975
CHILTON RD,EAST YORK,M4J 3C8,43.69,-79.3975
DEWHURST BLVD,EAST YORK,M4J 3J8,43.69,-79.3975
DEWHURST BLVD,EAST YORK,M4J 3J9,43.69,-79.3975
DEWHURST BLVD,EAST YORK,M4J 3K1,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K2,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K3,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K4,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K5,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K6,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K7,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K8,43.69,-79.3975
DEWHURST BLVD N,EAST YORK,M4J 3K9,43.69,-79.3975
ELMSDALE RD,EAST YORK,M4J 3M3,43.69,-79.3975
ELMSDALE RD,EAST YORK,M4J 3M4,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P3,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P4,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P5,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P6,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P7,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P8,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3P9,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3R1,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3R2,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3R5,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3R7,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3R8,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3S2,43.69,-79.3975
DONLANDS AVE,EAST YORK,M4J 3S4,43.69,-79.3975
DONMORE AVE,EAST YORK,M4J 3V3,43.69,-79.3975
DONMORE AVE,EAST YORK,M4J 3V4,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3W7,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3W8,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3W9,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3X1,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3X2,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3X3,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3X4,43.69,-79.3975
CADORNA AVE,EAST YORK,M4J 3X5,43.69,-79.3975
DON MILLS RD,EAST YORK,M4J 3Z6,43.69,-79.3975
DON MILLS RD,EAST YORK,M4J 3Z7,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 3Z8,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 3Z9,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 4A1,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 4A2,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 4A3,43.69,-79.3975
FRANKDALE AVE,EAST YORK,M4J 4A4,43.69,-79.3975
DUSTAN CRES,EAST YORK,M4J 4G4,43.69,-79.3975
DUSTAN CRES,EAST YORK,M4J 4G5,43.69,-79.3975
ATHLONE RD,EAST YORK,M4J 4H1,43.69,-79.3975
ATHLONE RD,EAST YORK,M4J 4H2,43.69,-79.3975
ATHLONE RD,EAST YORK,M4J 4H3,43.69,-79.3975
ATHLONE RD,EAST YORK,M4J 4H4,43.69,-79.3975
AIRLEY CRES,EAST YORK,M4J 4H5,43.69,-79.3975
AIRLEY CRES,EAST YORK,M4J 4H6,43.69,-79.3975
DERWYN RD,EAST YORK,M4J 4M7,43.69,-79.3975
DERWYN RD,EAST YORK,M4J 4M8,43.69,-79.3975
DERWYN RD,EAST YORK,M4J 4M9,43.69,-79.3975
DERWYN RD,EAST YORK,M4J 4N1,43.69,-79.3975
BONNIE BRAE BLVD,EAST YORK,M4J 4N2,43.69,-79.3975
BONNIE BRAE BLVD,EAST YORK,M4J 4N3,43.69,-79.3975
BARFIELD AVE,EAST YORK,M4J 4N4,43.69,-79.3975
BARFIELD AVE,EAST YORK,M4J 4N5,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4V9,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4W2,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4W3,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4W4,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4W5,43.69,-79.3975
DURANT AVE,EAST YORK,M4J 4W6,43.69,-79.3975
COSBURN AVE,EAST YORK,M4J 4Y7,43.69,-79.3975
ELMSDALE RD,EAST YORK,M4J 5C6,43.69,-79.3975
ELMSDALE RD,EAST YORK,M4J 5C7,43.69,-79.3975
BROWNING AVE,EAST YORK,M4K 1X1,43.6788,-79.3551
BROWNING AVE,EAST YORK,M4K 1X2,43.6788,-79.3551
FULTON AVE,EAST YORK,M4K 1Y6,43.6788,-79.3551
FULTON AVE,EAST YORK,M4K 1Y7,43.6788,-79.3551
DILWORTH CRES,EAST YORK,M4K 1Z5,43.6788,-79.3551
DILWORTH CRES,EAST YORK,M4K 1Z6,43.6788,-79.3551
FLOYD AVE,EAST YORK,M4K 2B3,43.6788,-79.3551
FLOYD AVE,EAST YORK,M4K 2B4,43.6788,-79.3551
FLOYD AVE,EAST YORK,M4K 2B5,43.6788,-79.3551
FLOYD AVE,EAST YORK,M4K 2B6,43.6788,-79.3551
FLOYD AVE,EAST YORK,M4K 2B7,43.6788,-79.3551
BATER AVE,EAST YORK,M4K 2C1,43.6788,-79.3551
BATER AVE,EAST YORK,M4K 2C4,43.6788,-79.3551
BATER AVE,EAST YORK,M4K 2C5,43.6788,-79.3551
COSBURN AVE,EAST YORK,M4K 2E6,43.6788,-79.3551
COSBURN AVE,EAST YORK,M4K 2E7,43.6788,-79.3551
COSBURN AVE,EAST YORK,M4K 2E8,43.6788,-79.3551
COSBURN AVE,EAST YORK,M4K 2G4,43.6788,-79.3551
GAMBLE AVE,EAST YORK,M4K 2G8,43.6788,-79.3551
GAMBLE AVE,EAST YORK,M4K 2H3,43.6788,-79.3551
GAMBLE AVE,EAST YORK,M4K 2H4,43.6788,-79.3551
DON VALLEY DR,EAST YORK,M4K 2J1,43.6788,-79.3551
DON VALLEY DR,EAST YORK,M4K 2J2,43.6788,-79.3551
DON VALLEY DR,EAST YORK,M4K 2J3,43.6788,-79.3551
DON VALLEY DR,EAST YORK,M4K 2J4,43.6788,-79.3551
FERNWOOD GDNS,EAST YORK,M4K 2J8,43.6788,-79.3551
FERNWOOD GDNS,EAST YORK,M4K 2J9,43.6788,-79.3551
BEECHWOOD CRES,EAST YORK,M4K 2K8,43.6788,-79.3551
BEECHWOOD CRES,EAST YORK,M4K 2K8,43.6788,-79.3551
BEECHWOOD CRES,EAST YORK,M4K 2K9,43.6788,-79.3551
BEECHWOOD CRES,EAST YORK,M4K 2K9,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2R5,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2R6,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2R9,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S1,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S2,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S4,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S5,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S6,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S7,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2S8,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2T1,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2T2,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2T3,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2T4,43.6788,-79.3551
BROADVIEW AVE,EAST YORK,M4K 2T5,43.6788,-79.3551
ARUNDEL AVE,EAST YORK,M4K 3A8,43.6788,-79.3551
ARUNDEL AVE,EAST YORK,M4K 3A9,43.6788,-79.3551
ARUNDEL AVE,EAST YORK,M4K 3B1,43.6788,-79.3551
BEECHWOOD DR,EAST YORK,M4K 3H7,43.6788,-79.3551
BEECHWOOD DR,EAST YORK,M4K 3H7,43.6788,-79.3551
BEECHWOOD DR,EAST YORK,M4K 3H8,43.6788,-79.3551
BEECHWOOD DR,EAST YORK,M4K 3H8,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3L9,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3M1,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3M3,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3M4,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3M5,43.6788,-79.3551
CARLAW AVE,EAST YORK,M4K 3M6,43.6788,-79.3551
BURLEY AVE,EAST YORK,M4K 3Z6,43.6788,-79.3551
EAST YORK AVE,EAST YORK,M4K 3Z8,43.6788,-79.3551
EAST YORK AVE,EAST YORK,M4K 3Z9,43.6788,-79.3551
DOUGLAS CRES,EAST YORK,M4W 2E6,43.6785,-79.3798
DOUGLAS CRES,EAST YORK,M4W 2E7,43.6785,-79.3798
DOUGLAS CRES,EAST YORK,M4W 2E8,43.6785,-79.3798
